ctime,datname,pid,usesysid,usename,application_name,client_addr,client_port,backend_start,xact_start,query_start,waiting,query,state,state_change
1430776636.86588,dbt2,38336,10,mark,dbt2-client,,-1,2015-05-04 22:57:15.558341+01,2015-05-04 22:57:16.846919+01,2015-05-04 22:57:16.865858+01,f,COMMIT,active,2015-05-04 22:57:16.865859+01
1430776636.86588,dbt2,38338,10,mark,dbt2-client,,-1,2015-05-04 22:57:15.658252+01,2015-05-04 22:57:16.863161+01,2015-05-04 22:57:16.865019+01,f,COMMIT,active,2015-05-04 22:57:16.86502+01
1430776636.86588,dbt2,38340,10,mark,dbt2-client,,-1,2015-05-04 22:57:15.758348+01,,2015-05-04 22:57:16.846656+01,f,COMMIT,idle,2015-05-04 22:57:16.8494+01
1430776636.86588,dbt2,38342,10,mark,dbt2-client,,-1,2015-05-04 22:57:15.858476+01,,2015-05-04 22:57:16.847338+01,f,COMMIT,idle,2015-05-04 22:57:16.849973+01
1430776636.86588,dbt2,38344,10,mark,dbt2-client,,-1,2015-05-04 22:57:15.958589+01,,2015-05-04 22:57:16.842327+01,f,COMMIT,idle,2015-05-04 22:57:16.844666+01
1430776636.86588,dbt2,38346,10,mark,dbt2-client,,-1,2015-05-04 22:57:16.058718+01,,2015-05-04 22:57:16.864947+01,f,COMMIT,idle,2015-05-04 22:57:16.864969+01
1430776636.86588,dbt2,38348,10,mark,dbt2-client,,-1,2015-05-04 22:57:16.158816+01,,2015-05-04 22:57:16.861043+01,f,COMMIT,idle,2015-05-04 22:57:16.862399+01
1430776636.86588,dbt2,38350,10,mark,dbt2-client,,-1,2015-05-04 22:57:16.258985+01,,2015-05-04 22:57:16.858922+01,f,COMMIT,idle,2015-05-04 22:57:16.860886+01
1430776636.86588,dbt2,38352,10,mark,dbt2-client,,-1,2015-05-04 22:57:16.359121+01,2015-05-04 22:57:16.865237+01,2015-05-04 22:57:16.865412+01,f,FETCH ALL IN mycursor,active,2015-05-04 22:57:16.865412+01
1430776636.86588,dbt2,38354,10,mark,dbt2-client,,-1,2015-05-04 22:57:16.459283+01,,2015-05-04 22:57:16.827384+01,f,COMMIT,idle,2015-05-04 22:57:16.82863+01
1430776636.86588,dbt2,38475,10,mark,psql,,-1,2015-05-04 22:57:16.846013+01,2015-05-04 22:57:16.855484+01,2015-05-04 22:57:16.855484+01,f,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, a.schemaname, a.relname, a.indexrelname, idx_scan, idx_tup_read, idx_tup_fetch, idx_blks_read, idx_blks_hit FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV, HEADER);",active,2015-05-04 22:57:16.85549+01
